"species","sla","plant_height","seed_mass","ldmc","leaf_area","lnc_m","lpc_m","lnc_a","vcmax"
"SCHOENUS NIGRICANS",4.6825,0.39,0.640588235,381.2683333,749.1666667,15.1875,1.102066543,3.24345969,852.9105392
"SCILLA BIFOLIA",41.45,0.18,9.29,73.005,2376.75,NA,NA,NA,NA
"SCIRPOIDES HOLOSCHOENUS",NA,1,0.278,NA,NA,NA,NA,NA,NA
"SCIRPUS SYLVATICUS",22.24666667,0.763636364,0.124736842,252.6225,6962.625,NA,1.75,NA,NA
"SCLERANTHUS ANNUUS",23.85507692,0.098172877,0.9533456,260.6895385,7.223333333,18.5125,1.25,0.776040256,204.070029
"SCLERANTHUS PERENNIS",18.93,0.177142857,1.38875,212.05,4.62,NA,NA,NA,NA
"SCLERANTHUS POLYCARPOS",NA,0.15,NA,NA,NA,NA,NA,NA,NA
"SCLEROCHLOA DURA",NA,0.13,0.7,NA,NA,NA,NA,NA,NA
"SCOLYMUS HISPANICUS",NA,NA,3.25,NA,NA,NA,NA,NA,NA
"SCOLYMUS MACULATUS",34.74,0.915,2.88,70,NA,25.9575,6.585406869,0.747193437,196.4843772
"SCORPIURUS MURICATUS",13.64443003,0.25,11.09230769,140.0672362,NA,34.04679775,0.887851669,2.495289116,656.1692109
"SCORPIURUS SULCATUS",NA,NA,10.7,NA,NA,NA,NA,NA,NA
"SCORPIURUS VERMICULATUS",NA,NA,6.52,NA,NA,NA,NA,NA,NA
"SCORZONERA AUSTRIACA",NA,0.267142857,6.375,NA,NA,NA,NA,NA,NA
"SCORZONERA HISPANICA",13.88,1.064,9.846,216.585,2702,NA,NA,NA,NA
"SCORZONERA HUMILIS",17.71375,0.302,3.20375,173.67,2974.833333,NA,NA,NA,NA
"SCORZONERA LACINIATA",16.645,0.371111111,3.63,196.4375,385.625,NA,NA,NA,NA
"SCORZONERA PARVIFLORA",NA,0.305,NA,NA,NA,NA,NA,NA,NA
"SCORZONERA PURPUREA",NA,0.4175,0.54,NA,NA,NA,NA,NA,NA
"SCORZONEROIDES AUTUMNALIS",26.23071429,0.215833333,0.65483871,151.6592593,464.0109756,20.54727273,2.784,0.783328754,205.9866357
"SCORZONEROIDES PYRENAICA",28.63428571,0.099471429,1.34125,145.2966667,635.5,25.668,NA,0.896407903,235.7222906
"SCROPHULARIA",NA,NA,0.26,NA,675,NA,NA,NA,NA
"SCROPHULARIA AURICULATA",23.00777778,0.76125,0.096666667,135.1666667,15875.66667,NA,NA,NA,NA
"SCROPHULARIA CANINA",17.145,0.47,0.585714286,163.2675,347.26,NA,NA,NA,NA
"SCROPHULARIA NODOSA",29.71333333,0.94,0.0975,181,6157.45,NA,NA,NA,NA
"SCROPHULARIA OBLONGIFOLIA",33.72,0.994,0.072307692,142.5525,3448.813333,NA,NA,NA,NA
"SCROPHULARIA SCORODONIA",NA,0.7,0.13,NA,NA,NA,NA,NA,NA
"SCUTELLARIA ALPINA",NA,0.060526316,NA,236.9322441,NA,21.69820478,NA,NA,NA
"SCUTELLARIA GALERICULATA",38.43,0.317142857,0.76,209.565,634.315,NA,NA,NA,NA
"SCUTELLARIA HASTIFOLIA",36.22,0.325,NA,214.82,112,NA,NA,NA,NA
"SCUTELLARIA MINOR",37.17,0.187142857,0.18,234.04,84.5,NA,NA,NA,NA
"SECALE CEREALE",NA,1.495,23.52875,NA,NA,25.4,2.38,NA,NA
"SECALE MONTANUM",NA,NA,9,NA,NA,NA,NA,NA,NA
"SECURIGERA VARIA",27.436,0.58,3.834090909,163.3333333,73.8175,NA,NA,NA,NA
"SEDUM ACRE",13.6825,0.099444444,0.037142857,61,22.298,15.17,NA,1.108715513,291.5513791
"SEDUM ALBUM",19.78,0.126666667,0.0275,52.425,15.945,NA,NA,NA,NA
"SEDUM ALPESTRE",14.1,0.065,NA,NA,NA,NA,NA,NA,NA
"SEDUM ANGLICUM",39.8,0.025,0.0375,NA,NA,NA,NA,NA,NA
"SEDUM ANNUUM",18.18,0.098,0.0125,53.64,11.76,NA,NA,NA,NA
"SEDUM ANOPETALUM",NA,0.245,0.01,NA,NA,NA,NA,NA,NA
"SEDUM ATRATUM",NA,0.065,NA,NA,NA,NA,NA,NA,NA
"SEDUM CEPAEA",21.81,0.212857143,0.03,52.015,30.33,NA,NA,NA,NA
"SEDUM DASYPHYLLUM",24.2,0.078,0.02,25.24,19.33,NA,NA,NA,NA
"SEDUM FORSTERIANUM",NA,0.24,0.02,NA,NA,NA,NA,NA,NA
"SEDUM MONREGALENSE",NA,NA,0.04,NA,NA,NA,NA,NA,NA
"SEDUM RUBENS",33.72,0.096666667,0.02,34.12,15.25,NA,NA,NA,NA
"SEDUM RUPESTRE",10.64666667,0.255555556,0.052857143,70.1575,25.45333333,NA,NA,NA,NA
"SEDUM SEDIFORME",5,0.285666667,0.068333333,164.5,NA,4.93,1.56,0.986,259.2817152
"SEDUM SEXANGULARE",13.98,0.125,0.023333333,104.465,6.19,NA,NA,NA,NA
"SEDUM VILLOSUM",NA,0.12,0.02,NA,NA,NA,NA,NA,NA
"SELAGINELLA SELAGINOIDES",21.93,0.095,NA,290,1.22,NA,NA,NA,NA
"SELINUM BROTERI",NA,NA,1.75,NA,NA,NA,NA,NA,NA
"SELINUM CARVIFOLIA",19.03375,0.636363636,1.41,202.5,4502.983333,NA,NA,NA,NA
"SEMPERVIVUM ARACHNOIDEUM",NA,0.024826087,0.02,81.855163,NA,5.641909242,NA,NA,NA
"SEMPERVIVUM GLOBIFERUM",NA,0.1925,0.08,NA,NA,NA,NA,NA,NA
"SEMPERVIVUM MONTANUM",12.3,NA,NA,NA,NA,NA,NA,NA,NA
"SEMPERVIVUM TECTORUM",15.895,0.074086957,NA,49.4208746,509.25,11.43076415,NA,0.71914213,189.1079156
"SENECIO",NA,NA,0.17,NA,25739,NA,NA,NA,NA
"SENECIO DORIA",NA,NA,1.87,NA,NA,NA,NA,NA,NA
"SENECIO DORONICUM",10.58,0.2625,0.28,135.91,NA,22.27,1.41,2.104914934,553.5151667
"SENECIO HERCYNICUS",32.825,1.391666667,NA,130,6933.5,37.68,NA,1.14790556,301.8569193
"SENECIO INAEQUIDENS",22.445,0.875,0.248333333,183.645,281.375,NA,NA,NA,NA
"SENECIO LEUCANTHEMIFOLIUS",24.01,0.385,0.2,80,1464.85,NA,NA,NA,NA
"SENECIO OVATUS",18.73,1.4625,1.406,NA,NA,28.57666667,2.6,1.52571632,401.2072457
"SENECIO SARRACENICUS",NA,1.27,0.41,NA,NA,NA,NA,NA,NA
"SENECIO SQUALIDUS",21.53333333,0.388333333,0.21375,107.5,1038.616,NA,NA,NA,NA
"SENECIO SYLVATICUS",29.49333333,0.604444444,0.236923077,112,5336,NA,NA,NA,NA
"SENECIO VISCOSUS",22.46666667,0.40875,0.514166667,118.3333333,1560,NA,NA,NA,NA
"SENECIO VULGARIS",30.16041667,0.345833333,0.224666667,82,466.415,38.615,1.9,1.280320508,336.6771779
"SERRATULA TINCTORIA",18.77888889,0.741666667,2.623,190.05,4699.35,NA,NA,NA,NA
"SESELI ANNUUM",NA,0.8,NA,NA,NA,NA,NA,NA,NA
"SESELI MONTANUM",10.98330536,0.033225636,1.162006667,274.303952,1.862501667,20.67112086,1.762,1.882049181,494.9096752
"SESLERIA CAERULEA",16.36,0.29375,1.029333333,366.4250786,832.5,18.54666667,0.9225,1.133659332,298.1106856
"SESLERIA OVATA",NA,0.065,NA,NA,NA,NA,NA,NA,NA
"SETARIA",NA,NA,18.5,NA,675,13.2,NA,NA,NA
"SETARIA ITALICA",21.805,1.0275,2.263333333,208.185,5638.5,15,1.565,0.687915616,180.8964916
"SETARIA PARVIFLORA",14.1875,0.1375,1.854166667,280,NA,18.4,4.6,1.2969163,341.0412603
"SETARIA PUMILA",22.58,0.603333333,1.633333333,210,1890.75,NA,NA,NA,NA
"SETARIA VERTICILLATA",NA,0.557142857,0.978888889,NA,NA,NA,NA,NA,NA
"SETARIA VIRIDIS",31.92,0.615,1.17,270,1000.75,23.18,2.33,0.726190476,190.9613714
"SHERARDIA ARVENSIS",21.45758716,0.080561386,1.386672833,197.8669548,12.5,21.14170587,1.895605313,0.985278806,259.0920678
"SIBBALDIA PROCUMBENS",15.705625,0.032307692,0.509411765,361.995,159.6168421,26.128,NA,1.663607784,437.4676264
"SIDA RHOMBIFOLIA",12.21,0.436666667,2.34,NA,455.8386667,NA,NA,NA,NA
"SIDERITIS HIRSUTA",NA,0.5,1.3775,NA,NA,NA,NA,NA,NA
"SIDERITIS MONTANA",20.245,0.19,0.687272727,NA,126,NA,NA,NA,NA
"SIDERITIS ROMANA",NA,NA,0.51,NA,NA,NA,NA,NA,NA
"SILAUM SILAUS",17.43571429,0.683333333,1.905,285.3333333,5888,NA,NA,NA,NA
"SILENE",NA,NA,0.47,NA,NA,18,NA,NA,NA
"SILENE ACAULIS",17.70666667,0.027,0.294285714,180,8.551,15,2.2,0.847138554,222.7662651
"SILENE ARMERIA",31.75,0.476,0.13,144.335,155,NA,NA,NA,NA
"SILENE CAMPANULA",NA,NA,3.85,NA,NA,NA,NA,NA,NA
"SILENE CILIATA",NA,NA,0.63,NA,NA,NA,NA,NA,NA
"SILENE CONICA",NA,0.248571429,0.3425,NA,NA,NA,NA,NA,NA
"SILENE CORONARIA",NA,0.866666667,0.525,NA,NA,NA,NA,NA,NA
"SILENE DICHOTOMA",24.42,0.552857143,0.96,120,1040.75,NA,NA,NA,NA
"SILENE DIOICA",35.40647059,0.652,0.70875,111,3533,30.57222222,4,0.863464268,227.0593271
"SILENE FLOS-CUCULI",26.39142857,0.497142857,0.1725,135.7142857,919,15.55,1.78,0.589206452,154.9396142
"SILENE FLOS-JOVIS",22.22,NA,NA,NA,NA,14,NA,0.630063006,165.6833843
"SILENE GALLICA",26.625,0.33,0.350952381,157.33,449,15.64,2.52,0.58741784,154.469275
"SILENE ITALICA",17.82,0.575,0.530909091,210,1002,19.18,1.63,1.076318743,283.0322209
"SILENE LATIFOLIA",21.53388889,0.758,0.886666667,155,516.0482353,NA,NA,NA,NA
"SILENE NEMORALIS",NA,0.95,NA,NA,NA,NA,NA,NA,NA
"SILENE NICAEENSIS",NA,NA,0.19,NA,NA,NA,NA,NA,NA
"SILENE NOCTURNA",NA,NA,0.12,NA,NA,NA,NA,NA,NA
"SILENE NUTANS",23.095,0.447058824,0.332307692,203.6,686.21,35.74,NA,1.547521108,406.9411027
"SILENE OTITES",12.94,0.40875,0.204666667,225.135,170,NA,NA,NA,NA
"SILENE PARADOXA",NA,NA,0.72,NA,NA,NA,NA,NA,NA
"SILENE PORTENSIS",NA,NA,0.25,NA,NA,NA,NA,NA,NA
"SILENE PUSILLA",NA,0.1425,0.12,NA,NA,NA,NA,NA,NA
"SILENE RUPESTRIS",30.36,0.19,0.07,180.795,104,NA,NA,NA,NA
"SILENE SAXIFRAGA",NA,NA,0.33,NA,NA,NA,NA,NA,NA
"SILENE VULGARIS",23.43458333,0.502545455,0.901081081,152.7588282,529.935122,27.41349253,2.25,1.169787922,307.6111752
"SILYBUM MARIANUM",NA,1.51,22.10666667,NA,NA,NA,NA,NA,NA
"SINAPIS ALBA",18.83666667,0.468888889,4.433333333,140,2316,NA,NA,NA,NA
"SINAPIS ARVENSIS",30.53125,0.526923077,2.122608696,106.5,9290.666667,NA,NA,NA,NA
"SISON AMOMUM",22.7,0.625,1.24,210,6204,NA,NA,NA,NA
"SISON SEGETUM",NA,0.583333333,1.6325,NA,NA,NA,NA,NA,NA
"SISYMBRIUM",NA,NA,0.1,NA,NA,NA,NA,NA,NA
"SISYMBRIUM ALTISSIMUM",21.09,0.7,0.190666667,123.3333333,6618.546667,NA,NA,NA,NA
"SISYMBRIUM AUSTRIACUM",NA,0.48,0.19,NA,NA,NA,NA,NA,NA
"SISYMBRIUM IRIO",25.34,0.36,0.0865,NA,6169.44,NA,NA,NA,NA
"SISYMBRIUM OFFICINALE",26.68538462,0.545454545,0.277272727,137.8333333,5039.2025,NA,NA,NA,NA
"SISYMBRIUM ORIENTALE",22.57333333,0.652222222,0.225,117.75,2396,NA,NA,NA,NA
"SISYMBRIUM STRICTISSIMUM",NA,0.7875,0.397777778,NA,NA,NA,NA,NA,NA
"SISYMBRIUM SUPINUM",NA,0.26,NA,NA,NA,NA,NA,NA,NA
"SISYRINCHIUM ANGUSTIFOLIUM",NA,0.6,0.596666667,NA,NA,NA,NA,NA,NA
"SISYRINCHIUM MONTANUM",NA,0.288,0.727777778,NA,NA,NA,NA,NA,NA
"SIUM LATIFOLIUM",38.498,1.07,1.504,149.485,14522.41667,NA,NA,NA,NA
"SMILAX ASPERA",9.36,9.333333333,38.28,NA,1230.85,11.375,0.4,1.215277778,319.5733333
"SMYRNIUM OLUSATRUM",39.6,0.9,31.66909091,150,6838,NA,NA,NA,NA
"SMYRNIUM PERFOLIATUM",31.01,0.74,3.486666667,246.57,6991.5,NA,NA,NA,NA
"SOLANUM DULCAMARA",36.454125,1.879565217,1.445263158,180.6909524,1425.1725,39.33285714,3.039746253,1.078968625,283.7290424
"SOLANUM NIGRUM",24.625,0.703333333,0.661904762,128.25,1458,NA,4.4,NA,NA
"SOLANUM VILLOSUM",17.54,0.41,0.878,NA,447.5,NA,NA,NA,NA
"SOLDANELLA ALPINA",13.37,0.031666667,0.24,282.1518504,NA,17.29086332,NA,1.293258289,340.079338
"SOLEIROLIA SOLEIROLII",27.88,0.085,NA,240,15,NA,NA,NA,NA
"SOLIDAGO CANADENSIS",16.31605769,0.810597738,0.086086957,288.9768977,939.0960856,16.79428571,2.55,1.029310268,270.6707218
"SOLIDAGO GIGANTEA",16.76411765,1.377741935,0.546363636,316.4615385,776.2954839,12.08,2,0.720586687,189.4877812
"SOLIDAGO GRAMINIFOLIA",15.0045,0.733387097,0.07,346.6666667,298.3381356,20.13545455,NA,1.341961048,352.8863715
"SOLIDAGO VIRGAUREA",23.65642857,0.546222222,0.45952381,238.7802733,1349.76,27.37246537,5.4,1.157083593,304.2704042
"SONCHUS",NA,NA,NA,NA,3019,NA,NA,NA,NA
"SONCHUS ARVENSIS",21.606,1.27,0.544545455,137.6666667,7475.2,NA,NA,NA,NA
"SONCHUS ASPER",25.4025,0.851818182,0.261666667,120.1666667,5417.333333,NA,NA,NA,NA
"SONCHUS BULBOSUS",28.53758133,NA,0.2594,136.1372456,NA,19.77163106,1.519206614,0.692827848,182.188228
"SONCHUS MARITIMUS",21.41,0.6,0.3,NA,3067.6,NA,NA,NA,NA
"SONCHUS OLERACEUS",32.80315789,1.071764706,0.31,116.75,3197.538,34.9,3.46,1.063921959,279.7723228
"SONCHUS PALUSTRIS",21.2,2.4,0.56,183.085,5066.5,NA,NA,NA,NA
"SONCHUS TENERRIMUS",NA,0.45,NA,NA,NA,NA,NA,NA,NA
"SORBUS ARIA",12.72363636,7.254736842,55.20333333,327.1276331,5194.7,18.78541023,5.71,1.476418352,388.2436943
"SORBUS AUCUPARIA",14.58464646,9.904328358,4.568888889,347.6696079,612.4523288,22.57695933,1.785225536,1.547994967,407.0657102
"SORBUS CHAMAEMESPILUS",NA,1.766666667,15.9,NA,NA,NA,NA,NA,NA
"SORBUS DOMESTICA",9.9,16,20.27888889,NA,NA,NA,NA,NA,NA
"SORBUS INTERMEDIA",13.328,10.29090909,78.31357143,383.3333333,4648.423333,12.7,4.33,0.952881152,250.5726771
"SORBUS LATIFOLIA",NA,13.33333333,27,NA,NA,NA,NA,NA,NA
"SORBUS LEGREI",NA,16,NA,NA,NA,NA,NA,NA,NA
"SORBUS MOUGEOTII",NA,20,NA,NA,NA,NA,NA,NA,NA
"SORBUS TORMINALIS",23.5675,17.46666667,37.826,245.8775,6209.75,NA,NA,NA,NA
"SORGHUM BICOLOR",22.81,1.85,12.28111111,NA,NA,22.3175,2.045,0.978408593,257.2854544
"SORGHUM HALEPENSE",17.962,1.486,3.761666667,380,5260.535,22.205,1.96151707,1.236220911,325.0806066
"SPARGANIUM ANGUSTIFOLIUM",36.3,0.5175,2.432,140,1156.6,23.18,2.356976166,0.638567493,167.9197514
"SPARGANIUM EMERSUM",31.335,0.38,3.373333333,102.5,2843,NA,NA,NA,NA
"SPARGANIUM ERECTUM",17.3575,0.69625,16.74,143.6166667,14321.625,20.45,NA,1.178165058,309.8140539
"SPARGANIUM MINIMUM",38.4625,0.02,2.6,139.43,511,42.6,NA,1.107572311,291.2507591
"SPARTINA ALTERNIFLORA",NA,1.06,22.64,NA,NA,NA,NA,NA,NA
"SPARTIUM JUNCEUM",NA,5,12.62470588,NA,NA,NA,NA,NA,NA
"SPERGULA ARVENSIS",12.26636364,0.331428571,0.417037037,142.5,11.125,29.6,NA,2.41310309,634.5573106
"SPERGULA MORISONII",11.68,0.2,0.16,130,4.71,NA,NA,NA,NA
"SPERGULA PENTANDRA",NA,0.1225,0.136666667,NA,NA,NA,NA,NA,NA
"SPERGULARIA BOCCONI",NA,NA,0.04,NA,NA,NA,NA,NA,NA
"SPERGULARIA ECHINOSPERMA",27.5,0.0775,0.01,130,3.8,NA,NA,NA,NA
"SPERGULARIA MARINA",17.31222222,0.145555556,0.065333333,105,36.366,NA,NA,NA,NA
"SPERGULARIA MEDIA",29.39,0.277142857,0.109090909,104.035,20.875,NA,NA,NA,NA
"SPERGULARIA RUBRA",17.692,0.1575,0.032142857,130,10,27.1,NA,1.53176577,402.7980285
"SPERGULARIA RUPICOLA",18.4,0.075,0.04,70,45,NA,NA,NA,NA
"SPIRAEA HYPERICIFOLIA",14.3,NA,NA,NA,75,NA,NA,NA,NA
"SPIRAEA SALICIFOLIA",19.53,1.625,0.08,400,947.75,NA,NA,NA,NA
"SPIRAEA X BILLARDII",NA,1.5,NA,NA,NA,NA,NA,NA,NA
"SPIRANTHES AESTIVALIS",NA,0.258,NA,NA,NA,NA,NA,NA,NA
"SPIRANTHES SPIRALIS",NA,0.148,NA,NA,NA,NA,NA,NA,NA
"SPIRODELA POLYRHIZA",48.46,0.009375,NA,NA,19.45,NA,NA,NA,NA
"SPOROBOLUS INDICUS",11.905,0.605,0.1575,NA,1046.23,16.37142857,NA,1.375172497,361.6197602
"SPOROBOLUS PUNGENS",NA,0.5,0.22,NA,41,NA,NA,NA,NA
"SPOROBOLUS VAGINIFLORUS",46.9,0.112,0.562857143,603.3333333,59.08,NA,NA,NA,NA
"STACHYS",NA,NA,NA,NA,NA,31.63571429,NA,NA,NA
"STACHYS ALOPECUROS",22.2,0.364,1.088333333,NA,NA,27.08,NA,1.21981982,320.7677232
"STACHYS ALPINA",NA,0.75,4.717777778,NA,NA,22.01,NA,NA,NA
"STACHYS ANNUA",NA,0.244,1.07,NA,NA,NA,NA,NA,NA
"STACHYS ARVENSIS",29.866,0.212857143,0.724545455,168,217.5,NA,NA,NA,NA
"STACHYS GERMANICA",22.1,0.678333333,1.462941176,NA,NA,NA,NA,NA,NA
"STACHYS MARITIMA",NA,NA,1.52,NA,NA,NA,NA,NA,NA
"STACHYS OCYMASTRUM",NA,NA,0.6,NA,NA,NA,NA,NA,NA
"STACHYS OFFICINALIS",18.42472664,0.342633333,1.592442623,202.3958169,3153.1,23.44736673,2.759982054,1.272603235,334.6478191
"STACHYS PALUSTRIS",32.38285714,0.746363636,1.106956522,181,964.14,NA,NA,NA,NA
"STACHYS RECTA",28.505,0.235714286,1.42,225.8402833,740.5,41.84881389,NA,1.46812187,386.0620248
"STACHYS SYLVATICA",41.18181818,0.762222222,1.419285714,203.5,2139.5,26.22333333,4.2,0.636769684,167.4469937
"STAEHELINA DUBIA",NA,0.4,2.956666667,NA,NA,NA,NA,NA,NA
"STELLARIA",36,NA,NA,NA,138,NA,NA,NA,NA
"STELLARIA ALSINE",36.00111111,0.301666667,0.07,150,63,NA,NA,NA,NA
"STELLARIA GRAMINEA",30.04555196,0.374494444,0.264571429,149.3512009,158.9245455,32.53363636,3.296610833,1.082810408,284.7392898
"STELLARIA HOLOSTEA",27.71466667,0.323333333,2.754545455,176.25,169,25.01111111,5.078444563,0.902450367,237.3112364
"STELLARIA MEDIA",42.09162128,0.258288903,0.356836316,126.3728509,323.91,28.71055556,4.165208693,0.68209669,179.3663283
"STELLARIA NEGLECTA",64.102,0.591428571,0.797142857,82,416,NA,NA,NA,NA
"STELLARIA NEMORUM",44.53333333,0.511,0.232307692,143.9925,1663,NA,NA,NA,NA
"STELLARIA PALLIDA",46.536,0.253333333,0.122,106,31.5,NA,NA,NA,NA
"STELLARIA PALUSTRIS",23.015,0.357777778,0.486,NA,NA,NA,NA,NA,NA
"STIPA CAPENSIS",NA,0.21,2.167777778,NA,NA,NA,NA,NA,NA
"STIPA CAPILLATA",7.56,0.794,7.546666667,634.165,426,16.03769231,1.215201905,2.121387871,557.8469431
"STIPA ERIOCAULIS",NA,0.9,25.3,NA,NA,NA,NA,NA,NA
"STIPA OFFNERI",9.65,0.4,8.1,NA,282.44,NA,NA,NA,NA
"STIPA PENNATA",5.857179012,0.529335083,21.07406667,548.6972919,2.359888889,17.85665346,1.413888889,3.048678113,801.6901523
"STRATIOTES ALOIDES",54.03,0.256666667,NA,81.19,3480.5,21,3.9,0.388672959,102.2066852
"STREPTOPUS AMPLEXIFOLIUS",NA,0.825,2.138333333,NA,NA,NA,NA,NA,NA
"SUAEDA MARITIMA",11.43,0.255714286,0.57,80,32.25,NA,NA,NA,NA
"SUAEDA VERA",6.39,0.9,0.293333333,NA,23.7,33.15,1.65,5.187793427,1364.198761
"SUCCISA PRATENSIS",16.81766123,0.5219,1.313333333,189.8294058,2797.37125,14.95333333,1.138896566,0.88914464,233.8123197
"SWERTIA PERENNIS",NA,0.37,0.373333333,NA,NA,NA,NA,NA,NA
"SYMPHORICARPOS ALBUS",22.24166667,1.654,6.623157895,355,1688.833333,14.53333333,1.95,0.65342825,171.8275837
"SYMPHYOTRICHUM LANCEOLATUM",19.88444444,0.990588235,0.35375,257.9090909,447.1933333,24.91625,1.966666667,1.253052358,329.5066578
"SYMPHYOTRICHUM NOVAE-ANGLIAE",22.97684211,0.95826087,0.51,204.3478261,642.4238889,24.1,NA,1.04888217,275.8174118
"SYMPHYOTRICHUM NOVI-BELGII",18.15,1.326666667,0.647777778,203.3333333,1459.666667,NA,NA,NA,NA
"SYMPHYOTRICHUM SUBULATUM",24.49,0.605,0.09375,NA,1055.25,NA,NA,NA,NA
"SYMPHYTUM ASPERUM",NA,1.5,4.86,NA,NA,NA,NA,NA,NA
"SYMPHYTUM OFFICINALE",23.84,0.79,10.006,83.135,8816.25,NA,NA,NA,NA
"SYMPHYTUM ORIENTALE",29.725,0.7,NA,120,9296,NA,NA,NA,NA
"SYMPHYTUM TUBEROSUM",30.988,0.265,6.36,113.1816667,2990.666667,NA,NA,NA,NA
"SYMPHYTUM X UPLANDICUM",30.66,1.666666667,NA,NA,NA,NA,NA,NA,NA
"SYRINGA VULGARIS",13.56875,6.469,5.324444444,322.905,2531.5025,19.41,1.222,1.43049286,376.1669802
"TAENIATHERUM CAPUT-MEDUSAE",28.81,0.3,4.807142857,340,NA,13.27666667,1.285,0.460835358,121.1827404
"TAGETES ERECTA",NA,NA,3.4975,NA,NA,NA,NA,NA,NA
"TAGETES PATULA",NA,0.483333333,3.02,NA,NA,NA,NA,NA,NA
"TAMARIX GALLICA",NA,4.666666667,0.0275,NA,NA,NA,NA,NA,NA
"TANACETUM CINERARIIFOLIUM",NA,NA,0.9,NA,NA,NA,NA,NA,NA
"TANACETUM CORYMBOSUM",20.96333333,0.80875,0.5,198.264,1093.88,14.69,1.88,0.700747337,184.270762
"TANACETUM PARTHENIUM",38.398,0.54,0.144705882,171,3404,NA,NA,NA,NA
"TANACETUM VULGARE",19.4996,0.976315789,0.153333333,233.5555556,8192.719091,22.63642857,3.825519928,1.160866303,305.2651179
"TARAXACUM",30.358,0.26,0.565,136.6666667,3224.0675,NA,NA,NA,NA
"TARAXACUM ALPINUM",25.02,0.266666667,0.45,159.4,NA,25.355,1.74,1.013389289,266.4840902
"TARAXACUM CAMPYLODES",25.72390539,0.205390909,0.596811594,160.0252369,3586.007164,27.46488095,3.658277889,1.067679287,280.7603618
"TARAXACUM DISSECTUM",16.63,NA,NA,NA,496,NA,NA,NA,NA
"TARAXACUM ERYTHROSPERMUM",20.41,0.128,0.375,160,315.25,NA,NA,NA,NA
"TARAXACUM LAEVIGATUM",34.05695,0.113760417,0.316332727,167.28715,1387.908,25.17,1.98125,0.739056199,194.3445829
"TARAXACUM PALUSTRE",18.815,0.216666667,0.697142857,NA,727.5,NA,NA,NA,NA
"TAXUS BACCATA",7.09957265,18.52225806,56.8526087,355.8217822,51.60082474,22.08705882,1.769576657,3.11104061,818.089194
"TEESDALIA CORONOPIFOLIA",NA,NA,0.22,NA,NA,NA,NA,NA,NA
"TEESDALIA NUDICAULIS",28.952,0.1225,0.29375,133.25,104.5,NA,NA,NA,NA
"TELEPHIUM IMPERATI",NA,NA,0.913333333,NA,NA,NA,NA,NA,NA
"TEPHROSERIS HELENITIS",NA,0.7,NA,NA,NA,NA,NA,NA,NA
"TEPHROSERIS INTEGRIFOLIA",26.61,0.3525,0.39,120,1500.11,23.17,NA,0.870725291,228.9687089
"TEPHROSERIS LONGIFOLIA",NA,0.4375,NA,NA,NA,NA,NA,NA,NA
"TEPHROSERIS PALUSTRIS",NA,0.766,0.63,NA,NA,NA,NA,NA,NA
"TETRAGONOLOBUS MARITIMUS",18.56333333,0.283333333,4.2675,193.3333333,392.5,NA,NA,NA,NA
"TEUCRIUM BOTRYS",39.34,0.3,1.170434783,130.105,225,NA,NA,NA,NA
"TEUCRIUM CAPITATUM",NA,NA,0.8,NA,NA,NA,NA,NA,NA
"TEUCRIUM CHAMAEDRYS",13.21323118,0.132196421,1.1280875,320.3041529,35.99000455,18.25981514,0.960833333,1.38193413,363.3978211
"TEUCRIUM FLAVUM",NA,NA,1.6,NA,NA,NA,NA,NA,NA
"TEUCRIUM MONTANUM",7.158611111,0.18325,0.612675,353.8805556,0.112147436,12.26765623,1.14375,1.713692229,450.6379923
"TEUCRIUM POLIUM",13.83666667,0.22590481,1.823361818,352.1993333,21.4,16.026,1.068,1.158226933,304.5710607
"TEUCRIUM PSEUDOCHAMAEPITYS",NA,0.266666667,7.5,NA,NA,NA,NA,NA,NA
"TEUCRIUM SCORDIUM",25.01,0.314285714,0.416666667,160,202,NA,NA,NA,NA
"TEUCRIUM SCORODONIA",17.73454545,0.362083333,0.883529412,376.75,1065.425,NA,NA,NA,NA
"THALICTRUM ALPINUM",12.77,0.058333333,0.85,371.5328571,101.1271429,18.87,1.47,1.477682067,388.576005
"THALICTRUM AQUILEGIIFOLIUM",34.27,0.974,NA,200,44940,NA,NA,NA,NA
"THALICTRUM FLAVUM",24.79833333,0.765,1.217777778,243,32542.5,NA,NA,NA,NA
"THALICTRUM FOETIDUM",NA,NA,1.67,NA,75,NA,NA,NA,NA
"THALICTRUM MINUS",20.581,0.626666667,1.637058824,282.1042857,10599.734,24.525,2.479333333,1.19163306,313.3556426
"THALICTRUM SIMPLEX",23.70333333,0.5125,NA,NA,500,25.1,NA,1.058922796,278.4577269
"THAPSIA VILLOSA",NA,NA,7.2575,NA,NA,NA,NA,NA,NA
"THELYPTERIS PALUSTRIS",30.53666667,0.72,NA,222.6725,12976.72,NA,NA,NA,NA
"THESIUM ALPINUM",NA,0.1852,NA,202.4285838,NA,22.0166642,NA,NA,NA
"THESIUM BAVARUM",16.99,0.4675,3.532,280.92,170,NA,NA,NA,NA
"THESIUM HUMIFUSUM",NA,0.156666667,2.93,NA,NA,NA,NA,NA,NA
"THESIUM LINOPHYLLON",17.52,0.271428571,NA,183.44,35.75,NA,NA,NA,NA
"THESIUM PYRENAICUM",47.48,0.332,4.24,186.73,90.66666667,NA,NA,NA,NA
